,name,url,video_id,playlist_id,video_title,channel_title,pubdate,duration,has_captions,view_count
21,Arnold Arboretum,https://www.youtube.com/watch?v=o7hmO12znBs,o7hmO12znBs,,Become a Field Study Guide at the Arnold Arboretum,Arnold Arboretum,2017-03-28T16:04:04.000Z,147.0,True,434.0
22,Arnold Arboretum,https://www.youtube.com/watch?v=CD07T8iqM-A&feature=youtu.be,CD07T8iqM-A,,Tree Spotters Citizen Science Program,Arnold Arboretum,2017-07-10T20:49:14.000Z,77.0,True,341.0
23,Arts and Humanities Initiative at Harvard Medical School,https://www.youtube.com/embed/vJg6aB94uDc?rel=0,vJg6aB94uDc,,"READY NOT READY ft. Harvard Medical School & HSDM (""Sorry Not Sorry"" Parody)",Student_Council,2018-04-16T19:00:55.000Z,294.0,False,96848.0
24,Arts and Humanities Initiative at Harvard Medical School,https://www.youtube.com/embed/QAgYMSUUYAM?rel=0,QAgYMSUUYAM,,"IT'S NOT A ZEBRA! ft. Harvard Medical School & HSDM (""CAN'T STOP THE FEELING!"" Parody)",Student_Council,2017-04-25T18:52:47.000Z,263.0,False,657733.0
25,Arts and Humanities Initiative at Harvard Medical School,https://www.youtube.com/embed/_Bi5PR8Y2r4,_Bi5PR8Y2r4,,Music as Medicine,Harvard Medical School,2018-10-11T17:08:07.000Z,3383.0,False,3578.0
26,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=oNcZ8Ogk4zc&feature=PlayList&p=740FD3E68DCF9650&index=16,oNcZ8Ogk4zc,,"Mapping Evapotranspiration, Idaho: Finalist Presentation",Harvard Ash Center,2009-06-15T21:00:30.000Z,745.0,False,1873.0
27,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=sHjWtePruMU&feature=PlayList&p=740FD3E68DCF9650&index=15,sHjWtePruMU,,"New Leaders for New Schools, Chicago Public School District: Finalist Presentation",Harvard Ash Center,2009-06-15T21:10:04.000Z,1014.0,False,1785.0
28,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=FzeLMTaBUDg&feature=PlayList&p=740FD3E68DCF9650&index=23,FzeLMTaBUDg,,"Higher Education Initiative, Kingsport, TN: Finalist Presentation",Harvard Ash Center,2009-06-15T20:54:08.000Z,732.0,False,695.0
29,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=P1CTskgyYMg&feature=PlayList&p=740FD3E68DCF9650&index=14,P1CTskgyYMg,,"Wraparound Milwaukee, Milwaukee County, WI: Finalist Presentation",Harvard Ash Center,2009-06-15T21:15:53.000Z,916.0,False,2067.0
30,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=5LQdhKcJFoM&feature=PlayList&p=740FD3E68DCF9650&index=11,5LQdhKcJFoM,,"Commonwealth Health Insurance Connector Authority, Massachusetts: Finalist Presentation",Harvard Ash Center,2009-06-15T21:17:45.000Z,1076.0,False,970.0
31,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/nthVScKAKGU,nthVScKAKGU,,Harvard Votes Challenge at Harvard Kennedy School,Harvard Ash Center,2018-10-02T18:13:40.000Z,91.0,False,65.0
32,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/c79rgnOpB8k,c79rgnOpB8k,,"Data Is Power, Or Is It?",Harvard Ash Center,2011-12-01T16:22:52.000Z,570.0,False,501.0
33,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/vyK7WKUnU5I,vyK7WKUnU5I,,Hacking Public Risk: Empowering Citizens with Environmental Data,Harvard Ash Center,2012-02-28T23:29:00.000Z,493.0,False,139.0
34,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/Opri7eO65nI,Opri7eO65nI,,Clearing the Air: The Role of NGOs in China's Environmental Transparency Measures,Harvard Ash Center,2011-11-18T21:18:13.000Z,318.0,False,1252.0
35,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/y7een27u1GM,y7een27u1GM,,"Reviews, Reputation, and Revenue: The Case for Yelp.com",Harvard Ash Center,2011-11-18T22:28:01.000Z,372.0,False,465.0
36,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=C1u_aczV8XQ&feature=PlayList&p=740FD3E68DCF9650&index=26,C1u_aczV8XQ,,Data Feeds: Democratization of Government Data: Finalist Presentation,Harvard Ash Center,2009-06-15T20:55:05.000Z,586.0,False,492.0
37,Ash Center for Democratic Governance & Innovation,http://www.youtube.com/watch?v=weX-r2Qywy0&feature=PlayList&p=740FD3E68DCF9650&index=28,weX-r2Qywy0,,2009 Innovations in American Government Finalists: Opening Remarks,Harvard Ash Center,2009-06-15T20:54:12.000Z,185.0,False,338.0
38,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/R56tjfJVCxs,R56tjfJVCxs,,Getting to 80% Symposium: Opening Plenary,Harvard Ash Center,2018-05-18T18:42:58.000Z,3106.0,False,29.0
39,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/embed/MUSyd__BSXU,MUSyd__BSXU,,Getting to 80% Symposium: Closing Plenary Session,Harvard Ash Center,2018-05-21T17:01:12.000Z,4418.0,False,23.0
40,Ash Center for Democratic Governance & Innovation,https://www.youtube.com/watch?v=6W3tSUxX8wU&utm_source=Innovators+Insights+Newsletter&utm_campaign=3dcf91d058-IAG_Award_2018_12_17&utm_medium=email&utm_term=0_171b83f6b5-3dcf91d058-,6W3tSUxX8wU,,Works Wonders Innovations in American Government Award Ceremony,Harvard Ash Center,2018-12-14T17:12:11.000Z,871.0,False,35.0
41,Astronomy,https://www.youtube.com/embed/P6BJ3P_WmOg?feature=oembed,P6BJ3P_WmOg,,Why Alien Civilizations May Be Moving To Galaxy Clusters,Event Horizon,2018-08-26T04:04:37.000Z,582.0,False,23997.0
42,Astronomy,https://www.youtube.com/embed/HcbHNB0HYqo?feature=oembed,HcbHNB0HYqo,,Preview: Dr. Avi Loeb on Dwarf Stars and Ice Shell Moons,Event Horizon,2018-08-14T01:10:51.000Z,272.0,False,8191.0
43,Astronomy,https://www.youtube.com/embed/CnjsedaSDGI?feature=oembed,CnjsedaSDGI,,"Open Space 16: Breakthrough Starshot. Traveling To Other Stars, With Prof. Avi Loeb",Fraser Cain,2018-08-14T01:42:53.000Z,3700.0,False,7515.0
44,Astronomy,https://www.youtube.com/watch?time_continue=1&v=6ckgBxRASTo,6ckgBxRASTo,,Why The Universe May Be Full Of Alien Civilizations Featuring Dr. Avi Loeb,Event Horizon,2018-09-20T22:02:07.000Z,5222.0,False,330615.0
45,Astronomy,https://www.youtube.com/embed/y52qUkq3zgE?feature=oembed,y52qUkq3zgE,,Black Holes - Avi Loeb,Institute for Advanced Study,2015-11-17T20:05:20.000Z,3208.0,False,11599.0
46,Belfer Center for Science & International Affairs,http://www.youtube.com/watch?v=YJSehRlU34w,YJSehRlU34w,,The success of nonviolent civil resistance: Erica Chenoweth at TEDxBoulder,TEDx Talks,2013-11-04T21:55:46.000Z,754.0,True,196975.0
47,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/4TUCr1tGZPY?rel=0&showinfo=0,4TUCr1tGZPY,,Iran Nuclear Deal: Three Major Elements,Belfer Center,2015-08-04T12:53:27.000Z,69.0,False,700.0
48,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/TGYzBuXWsSQ,TGYzBuXWsSQ,,Jake Sullivan: Behind the Secret Negotiations of the 2015 Iran Nuclear Deal,Belfer Center,2017-11-01T17:24:44.000Z,282.0,False,424.0
49,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/0S0ZG3Uqexo,0S0ZG3Uqexo,,Iran Nuclear Deal: The Belfer Center’s Definitive Guide,Belfer Center,2015-08-04T12:49:32.000Z,59.0,False,3170.0
50,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/HAVeQbj0kvg,HAVeQbj0kvg,,"Payam Mohseni on CNN ""Impact of U.S. Picking Sides in Saudi-Iran Battle — October 20, 2018",Belfer Center,2018-10-23T18:49:43.000Z,472.0,False,70.0
51,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/kuB5yZOVpd8,kuB5yZOVpd8,,Interview IIP Hassan Ahmadian on the Middle East,IIP Vienna,2019-01-22T10:03:36.000Z,275.0,False,63.0
52,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/bswgCP1pXoo?showinfo=0?ecver=1,bswgCP1pXoo,,Jens Stoltenberg: What is NATO's Role Today?,Belfer Center,2016-11-01T17:39:34.000Z,81.0,False,807.0
53,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/QEu99-cb8Xc?showinfo=0?ecver=1,QEu99-cb8Xc,,Jens Stoltenberg: Is NATO Thinking about the Arctic?,Belfer Center,2016-11-01T17:39:04.000Z,92.0,False,334.0
54,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/FY_wI4tqfYc?showinfo=0?ecver=1,FY_wI4tqfYc,,Jens Stoltenberg: America's Incomparable Steak,Belfer Center,2016-11-01T17:38:51.000Z,45.0,False,258.0
55,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/R9Tuo55xzXI?showinfo=0?ecver=1,R9Tuo55xzXI,,Jens Stoltenberg: Is Russia Still a Threat?,Belfer Center,2016-11-01T17:39:21.000Z,101.0,False,648.0
56,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/G0M0R4IPm9g?rel=0,G0M0R4IPm9g,,Halla Logadóttir: Iceland Goes Green – Sustainable Energy Model for the World?,Belfer Center,2018-07-02T16:18:33.000Z,146.0,False,161.0
57,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/NZUPIRzSXBk?rel=0,NZUPIRzSXBk,,Halla Logadóttir: The Arctic - Not Just Home to Polar Bears,Belfer Center,2018-07-02T16:18:33.000Z,85.0,False,252.0
58,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/mYD4LqhpvHM?rel=0,mYD4LqhpvHM,,Halla Logadóttir: Icelandic Surnames,Belfer Center,2018-07-02T16:18:33.000Z,57.0,False,262.0
59,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/ABnliA-Uves?rel=0,ABnliA-Uves,,Halla Logadóttir: High Stakes Security in the Arctic Region,Belfer Center,2018-07-02T16:18:34.000Z,78.0,False,155.0
60,Belfer Center for Science & International Affairs,https://www.youtube.com/watch?v=Mm_ld5IJPew,Mm_ld5IJPew,,"July 18, 2017: Sen. Cotton Questions General Paul Selva on the INF Treaty at SASC Hearing",Senator Tom Cotton,2017-07-18T18:05:08.000Z,314.0,False,275.0
61,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/AlVlRS_D7QM?rel=0,AlVlRS_D7QM,,Eric Rosenbach Senate Intelligence Committee Testimony,Belfer Center,2018-03-26T14:42:22.000Z,1019.0,False,571.0
62,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/8Dx_h1SmqGk?controls=0,8Dx_h1SmqGk,,Ash Carter on Saudi Arabia and Technology and Public Policy — CNN Cuomo Primetime,Belfer Center,2018-10-23T21:09:07.000Z,557.0,False,105.0
63,Belfer Center for Science & International Affairs,https://www.youtube.com/watch?v=AtQ81SXxUsE,AtQ81SXxUsE,,Jeffrey A. Frankel - What makes a robust fiscal policy?,Policy Center for the New South,2016-06-07T10:05:42.000Z,1645.0,False,295.0
64,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/cRGdGZNC5nk?showinfo=0?ecver=1,cRGdGZNC5nk,,Stephen Walt: China's Salami Tactics,Belfer Center,2015-10-27T17:21:08.000Z,114.0,False,2530.0
65,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/PhECRseFAfU?showinfo=0?ecver=1,PhECRseFAfU,,Stephen Walt: Lessons from Spiderman,Belfer Center,2015-10-27T17:21:33.000Z,208.0,False,1588.0
66,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/WMIcY8NB9ww?showinfo=0?ecver=1,WMIcY8NB9ww,,Stephen Walt: Shirtless Putin,Belfer Center,2015-10-27T17:21:17.000Z,64.0,False,2301.0
67,Belfer Center for Science & International Affairs,https://www.youtube.com/embed/k6kpeMPYGL0?showinfo=0?ecver=1,k6kpeMPYGL0,,"Stephen Walt: ISIS, an Overblown Threat?",Belfer Center,2015-10-27T17:21:44.000Z,138.0,False,2448.0
68,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=YNAVTF_ZO7E,YNAVTF_ZO7E,,Nathaniel James and Benoit Felten on One Web Day 2009,David Weinberger,2009-09-10T20:15:08.000Z,321.0,False,176.0
69,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/NfLvBVqiRyQ,NfLvBVqiRyQ,,Internet Designers as Policy-Makers,The Berkman Klein Center for Internet & Society,2017-02-22T18:01:10.000Z,3598.0,False,482.0
70,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/YGnceM7d-Uw,YGnceM7d-Uw,,Digital Justice: Technology and the Internet of Disputes,The Berkman Klein Center for Internet & Society,2017-11-16T22:53:02.000Z,3382.0,False,446.0
71,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/s4O3kvD_eSw,s4O3kvD_eSw,,"Using Mobile Phone Data to Map Migration and Disease: Politics, Privacy, and Public Health",The Berkman Klein Center for Internet & Society,2017-03-30T17:38:55.000Z,3104.0,False,393.0
72,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/8IdQzYuhCHA,8IdQzYuhCHA,,"Bruce Schneier & Jonathan Zittrain on IT, Security, and Power",The Berkman Klein Center for Internet & Society,2013-04-05T20:40:55.000Z,5421.0,False,5854.0
73,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/TfslrakKHyo,TfslrakKHyo,,Amber: Keep Your Links Alive,The Berkman Klein Center for Internet & Society,2016-03-11T02:34:46.000Z,106.0,False,2975.0
74,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/LiGP44mvNcs,LiGP44mvNcs,,Nathan Matias on Developing Effective Citizen Responses to Discrimination and Harassment Online,The Berkman Klein Center for Internet & Society,2016-02-26T15:33:45.000Z,3884.0,False,436.0
75,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/JD73s6IES0c,JD73s6IES0c,,The Global Lives Project and Platforms for Building Empathy & Connection,The Berkman Klein Center for Internet & Society,2018-02-28T19:43:23.000Z,3664.0,False,129.0
76,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=PJlgOvTWDSU,PJlgOvTWDSU,,您 Herdict?,The Berkman Klein Center for Internet & Society,2009-03-08T18:55:56.000Z,120.0,False,676.0
77,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/eoI4WDEmF_c,eoI4WDEmF_c,,Bruce Schneier's Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,The Berkman Klein Center for Internet & Society,2015-03-30T15:44:32.000Z,4484.0,False,3806.0
78,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/aYhaG1PLnpo,aYhaG1PLnpo,,Ellen Goodman and Jake Shapiro on Redesigning public media for the 21st Century,The Berkman Klein Center for Internet & Society,2009-11-05T14:25:56.000Z,4393.0,False,506.0
79,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/lWkhFB0f2tw,lWkhFB0f2tw,,The State of Online Speech and Governance,The Berkman Klein Center for Internet & Society,2018-12-10T17:42:58.000Z,3842.0,False,452.0
80,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/OO-Rwi3jGNs,OO-Rwi3jGNs,,"Not Bugs, But Features: Hopeful Institutions and Technologies of Inequality",The Berkman Klein Center for Internet & Society,2017-02-06T21:49:03.000Z,4212.0,False,227.0
81,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/4SN0nU97yOc,4SN0nU97yOc,,"Safe Spaces, Brave Spaces",The Berkman Klein Center for Internet & Society,2017-12-20T16:38:01.000Z,4643.0,False,461.0
82,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/u8NMvBT1J2E,u8NMvBT1J2E,,Virtual Competition: The Promise and Perils of the Algorithm-Driven Economy,The Berkman Klein Center for Internet & Society,2017-03-30T20:22:34.000Z,3355.0,False,2111.0
83,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/ITrbXXzbnrg,ITrbXXzbnrg,,The US Launch of *impossible*,The Berkman Klein Center for Internet & Society,2014-03-10T20:10:53.000Z,5554.0,False,719.0
84,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/EpAcUu0Jdl8,EpAcUu0Jdl8,,An Intern Explains: Internet Monitor,The Berkman Klein Center for Internet & Society,2015-07-20T14:55:55.000Z,170.0,False,1174.0
85,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/fVvYACnKcl8,fVvYACnKcl8,,Dalia Topelson Ritvo & Kira Hessekiel: Structures & Governance Models for the Open-Source Community,The Berkman Klein Center for Internet & Society,2016-06-03T16:50:16.000Z,3837.0,False,200.0
86,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/ioXH-0IH9Hc,ioXH-0IH9Hc,,Christopher Soghoian on the Growing Trade in Software Security Exploits,The Berkman Klein Center for Internet & Society,2012-11-29T19:34:32.000Z,3704.0,False,748.0
87,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/nu3efDQwULc,nu3efDQwULc,,Reflecting on an Internet Decade with John Perry Barlow,The Berkman Klein Center for Internet & Society,2008-04-11T07:48:54.000Z,985.0,False,2613.0
88,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/RdyawIaBc60,RdyawIaBc60,,Professor Orly Lobel: Who Owns Your Ideas and How Does Creativity Happen?,The Berkman Klein Center for Internet & Society,2018-01-25T16:04:08.000Z,3613.0,False,318.0
89,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/fb0mwhDVHy4,fb0mwhDVHy4,,The State of Net Neutrality in 2018,The Berkman Klein Center for Internet & Society,2018-02-05T16:56:05.000Z,3292.0,False,791.0
90,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/z5CIA5JVfYI,z5CIA5JVfYI,,Jonathan Zittrain on Technology for the Social Good,The Berkman Klein Center for Internet & Society,2017-09-18T15:07:40.000Z,3655.0,False,1106.0
91,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/TOuydPOPj8Q,TOuydPOPj8Q,,"Platforms, Politics, and Power: Understanding and Shaping the Internet in 2018",The Berkman Klein Center for Internet & Society,2018-09-27T15:55:07.000Z,4424.0,False,353.0
92,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/6IDNKhAIOww,6IDNKhAIOww,,CouchSurfing: What one website reveals about the future of the net,The Berkman Klein Center for Internet & Society,2009-05-18T19:07:11.000Z,4111.0,False,3205.0
93,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=oO7Alc1wZOM,oO7Alc1wZOM,,The Human Knowledge Project,UNC-Chapel Hill,2008-02-19T17:10:46.000Z,4300.0,False,2423.0
94,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/nADN5LXnWeA,nADN5LXnWeA,,John Freedman on Health Care Costs and Transparency,The Berkman Klein Center for Internet & Society,2018-02-12T15:28:59.000Z,3582.0,False,191.0
95,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/Ddpfq_Bq-W8,Ddpfq_Bq-W8,,The FCC's Authority Over Broadband Access: The History and Context of the Debate,The Berkman Klein Center for Internet & Society,2010-05-31T16:19:40.000Z,4763.0,False,525.0
96,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/PCCnJacQwRM,PCCnJacQwRM,,Digital Rights and Online Harassment in the Global South,The Berkman Klein Center for Internet & Society,2017-05-03T17:07:02.000Z,3398.0,False,389.0
97,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/RbPT6Y78PiM,RbPT6Y78PiM,,"Fake News, Concrete Responses: At the Nexus of Law, Technology, and Social Narratives",Harvard Law School,2017-03-24T17:52:03.000Z,3599.0,True,2522.0
98,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=N2rZxCrb7iU,N2rZxCrb7iU,,Chinese Backstreet Boys - That Way,ewo,2005-11-04T08:41:04.000Z,296.0,False,15154565.0
99,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/TzBN_gGHUfc,TzBN_gGHUfc,,The Story isn't the whole story | Doc Searls | TEDxSantaBarbara,TEDx Talks,2018-10-04T20:31:43.000Z,576.0,False,339.0
100,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/UH1tQidGR9U,UH1tQidGR9U,,Blockchain and the Law: The Rule of Code,The Berkman Klein Center for Internet & Society,2018-04-27T20:10:32.000Z,4484.0,False,2335.0
101,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=lZ925g_Lr74,lZ925g_Lr74,,"Lessig vs. Valenti-Creativity, Commerce and Culture",USC Annenberg,2008-01-24T03:52:58.000Z,5347.0,False,3601.0
102,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/nq2ZhXpa5Gc,nq2ZhXpa5Gc,,"Richard Susskind on ""The End of Lawyers?""",The Berkman Klein Center for Internet & Society,2009-05-14T17:34:15.000Z,4176.0,False,11877.0
103,Berkman Klein Center for Internet & Society,https://www.youtube.com/watch?v=sv3Az7Ac1AU,sv3Az7Ac1AU,,Creating a Kinder World Together: How to Combat Cyberbullying,Harvard Law School,2016-04-12T19:36:47.000Z,2619.0,False,609.0
104,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/4xzDgesK2wU,4xzDgesK2wU,,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",The Berkman Klein Center for Internet & Society,2018-10-25T14:07:21.000Z,4709.0,False,1268.0
105,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/XzNu9LRwWkI,XzNu9LRwWkI,,Adrian Gropper on Free Independent Health Records,The Berkman Klein Center for Internet & Society,2017-01-26T18:45:16.000Z,4076.0,False,380.0
106,Berkman Klein Center for Internet & Society,https://www.youtube.com/embed/u56GxZD9Mzg,u56GxZD9Mzg,,"Jon Penney on ""Chilling Effects"": Insights on How Laws and Surveillance Impact People Online",The Berkman Klein Center for Internet & Society,2016-04-27T17:45:56.000Z,3930.0,False,756.0
107,Berkman Klein Center for Internet & Society,//www.youtube.com/embed/SyfpPJo2gnA,SyfpPJo2gnA,,Jonathan Zittrain and L. Gordon Crovitz Debate the Future of Internet Governance,The Berkman Klein Center for Internet & Society,2014-06-04T19:33:46.000Z,2939.0,False,1294.0
108,Berkman Klein Center for Internet & Society,https://www.youtube.com/watch?v=SyfpPJo2gnA,SyfpPJo2gnA,,Jonathan Zittrain and L. Gordon Crovitz Debate the Future of Internet Governance,The Berkman Klein Center for Internet & Society,2014-06-04T19:33:46.000Z,2939.0,False,1294.0
109,Berkman Klein Center for Internet & Society,http://www.youtube.com/watch?v=rQ3Q6Y6Ylqo,rQ3Q6Y6Ylqo,,Mechanical Olympics,hereisxtine,2009-02-11T19:26:27.000Z,136.0,False,241.0
